,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Dur,Age,Spent,Living_Status,Children_Count,Family_Member_Count,Is_Parent,Clusters
1069,0,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,21340800000000000,46,906,1,0,2,0,1
1070,1,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,16848000000000000,53,46,1,1,3,1,2
1071,0,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,86313600000000000,58,1477,1,1,3,1,0
1072,0,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,63590400000000000,69,766,1,1,3,1,0
1073,0,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,24624000000000000,71,47,1,1,3,1,3
1074,0,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,43718400000000000,66,467,1,0,2,0,2
1075,0,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,55209600000000000,63,2116,1,0,2,0,1
1076,1,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,60480000000000000,43,1298,1,0,2,0,1
1077,2,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,40867200000000000,48,22,1,2,4,1,3
1078,1,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,27475200000000000,56,396,0,1,2,1,3
1079,1,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,51235200000000000,46,20,1,1,3,1,2
1080,0,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,22809600000000000,59,967,0,0,1,0,1
1081,0,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,64713600000000000,53,357,1,1,3,1,0
1082,0,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,72230400000000000,68,1401,1,0,2,0,1
1083,0,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,41126400000000000,42,15,1,1,3,1,2
1084,1,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,58060800000000000,54,2087,0,0,1,0,1
1085,0,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,52963200000000000,47,981,1,1,3,1,0
1086,0,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,31190400000000000,54,17,0,2,3,1,3
1087,1,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,53049600000000000,66,523,1,0,2,0,1
1088,0,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,23846400000000000,41,23,1,1,3,1,2
1089,1,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,22809600000000000,66,1192,0,0,1,0,1
1090,1,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,16502400000000000,51,1958,1,0,2,0,1
1091,1,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,19353600000000000,50,133,0,1,2,1,2
1092,0,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,40608000000000000,65,777,1,0,2,0,1
1093,1,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,45964800000000000,52,73,0,2,3,1,3
1094,1,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,259200000000000,59,121,1,2,4,1,3
1095,0,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,44582400000000000,45,424,0,1,2,1,0
1096,0,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,26179200000000000,66,868,0,1,2,1,0
1097,2,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,66182400000000000,38,756,0,0,1,0,1
1098,1,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,51148800000000000,42,12,1,1,3,1,2
1099,0,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,58147200000000000,45,937,1,1,3,1,0
1100,0,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,41731200000000000,49,1862,0,0,1,0,1
1101,2,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,48816000000000000,45,367,1,1,3,1,0
1102,0,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,57542400000000000,38,443,1,1,3,1,0
1103,0,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,35078400000000000,54,267,1,1,3,1,3
1104,0,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,22204800000000000,52,61,1,1,3,1,2
1105,1,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,33350400000000000,64,1323,0,0,1,0,1
1106,1,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,14688000000000000,72,63,1,1,3,1,3
1107,2,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55123200000000000,54,64,1,0,2,0,2
1108,2,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,26784000000000000,50,562,1,1,3,1,0
1109,0,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,16329600000000000,59,312,1,2,4,1,3
1110,0,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,56073600000000000,70,1156,0,0,1,0,1
1111,2,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,60652800000000000,41,1104,0,0,1,0,1
1112,1,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,8208000000000000,51,16,0,2,3,1,3
1113,1,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,25228800000000000,64,2008,0,0,1,0,1
1114,1,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,40003200000000000,40,44,0,1,2,1,2
1115,0,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,40176000000000000,53,1574,1,1,3,1,0
1116,1,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,35942400000000000,41,63,1,1,3,1,2
1117,1,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,38188800000000000,41,426,1,0,2,0,2
1118,2,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,59529600000000000,58,96,1,0,2,0,2
1119,2,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,31276800000000000,46,635,1,1,3,1,0
1120,0,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,47001600000000000,56,757,0,1,2,1,0
1121,1,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,64281600000000000,45,125,1,1,3,1,2
1122,1,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,49075200000000000,51,332,0,2,3,1,0
1123,0,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,29980800000000000,45,135,0,1,2,1,2
1124,0,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,64627200000000000,70,330,1,1,3,1,0
1125,0,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,62035200000000000,62,384,0,2,3,1,0
1126,0,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,73440000000000000,58,1722,0,2,3,1,0
1127,0,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,19526400000000000,47,78,1,3,5,1,3
1128,2,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,31968000000000000,39,24,0,0,1,0,2
1129,2,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,30326400000000000,72,1168,0,0,1,0,1
1130,1,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,59616000000000000,73,957,1,1,3,1,0
1131,0,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,36460800000000000,57,15,0,2,3,1,3
1132,0,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,13219200000000000,46,57,1,1,3,1,2
1133,0,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,62640000000000000,48,1956,1,1,3,1,0
1134,0,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,34819200000000000,39,2013,0,0,1,0,1
1135,2,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,16934400000000000,50,326,1,1,3,1,3
1136,1,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,81388800000000000,56,77,1,2,4,1,3
1137,1,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,55382400000000000,62,1313,0,0,1,0,1
1138,1,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,17107200000000000,35,30,0,0,1,0,2
1139,0,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,58060800000000000,63,315,1,1,3,1,0
1140,1,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,46137600000000000,71,660,1,1,3,1,0
1141,0,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,58233600000000000,35,74,1,1,3,1,2
1142,2,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,2678400000000000,46,46,0,1,2,1,2
1143,1,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,41126400000000000,62,86,0,1,2,1,2
1144,0,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,49593600000000000,79,1103,0,0,1,0,1
1145,1,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,27561600000000000,50,61,1,1,3,1,2
1146,0,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,33004800000000000,43,145,1,1,3,1,3
1147,0,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,70243200000000000,68,684,1,2,4,1,0
1148,1,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,31104000000000000,70,411,1,1,3,1,0
1149,0,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,67737600000000000,38,27,0,1,2,1,2
1150,1,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,47260800000000000,81,1060,0,0,1,0,1
1151,0,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,71625600000000000,60,1459,1,1,3,1,0
1152,0,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,71625600000000000,45,18,1,1,3,1,2
1153,0,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,69552000000000000,50,1833,1,0,2,0,1
1154,1,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,23932800000000000,64,237,1,1,3,1,3
1155,1,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,16588800000000000,61,48,0,2,3,1,3
1156,0,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,43459200000000000,48,515,1,2,4,1,0
1157,0,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,81043200000000000,50,1020,1,0,2,0,1
1158,0,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,16502400000000000,63,1370,1,0,2,0,1
1159,0,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,34387200000000000,73,1026,1,1,3,1,0
1160,0,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,22291200000000000,59,301,1,1,3,1,3
1161,0,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,70243200000000000,68,684,1,2,4,1,0
1162,0,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,67132800000000000,59,499,1,1,3,1,0
1163,0,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,72230400000000000,30,1004,1,0,2,0,1
1164,1,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,36201600000000000,50,218,1,1,3,1,3
1165,0,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,48556800000000000,52,606,1,1,3,1,0
1166,2,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,49939200000000000,56,75,1,1,3,1,3
1167,0,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,72230400000000000,56,106,1,3,5,1,3
1168,0,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,48038400000000000,76,990,1,0,2,0,1
1169,0,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,27475200000000000,55,1097,0,0,1,0,1
1170,2,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,25228800000000000,28,16,1,0,2,0,2
1171,2,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,22809600000000000,50,34,1,0,2,0,2
1172,1,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,71884800000000000,34,1711,1,0,2,0,1
1173,1,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,432000000000000,67,438,1,2,4,1,3
1174,2,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,42508800000000000,45,75,1,1,3,1,2
1175,1,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,33523200000000000,64,225,1,1,3,1,3
1176,1,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,86400000000000000,72,18,1,2,4,1,3
1177,0,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,49075200000000000,43,470,1,1,3,1,0
1178,0,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,52012800000000000,43,91,0,2,3,1,3
1179,1,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,25574400000000000,33,2525,0,0,1,0,1
1180,0,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,59788800000000000,74,504,1,1,3,1,0
1181,0,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,50457600000000000,67,235,1,1,3,1,0
1182,1,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,59270400000000000,63,1232,0,1,2,1,0
1183,2,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,55382400000000000,66,88,0,2,3,1,3
1184,0,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,10627200000000000,53,17,0,1,2,1,2
1185,0,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,57542400000000000,39,24,0,1,2,1,2
1186,0,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,40694400000000000,59,60,1,2,4,1,3
1187,1,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,40435200000000000,72,1020,0,1,2,1,0
1188,1,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,78364800000000000,62,155,1,1,3,1,3
1189,2,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,24364800000000000,50,51,1,2,4,1,3
1190,1,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,61689600000000000,54,1812,0,0,1,0,1
1191,1,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,64713600000000000,55,1461,0,1,2,1,0
1192,0,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,19872000000000000,64,96,0,1,2,1,3
1193,0,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,25228800000000000,72,160,0,1,2,1,3
1194,1,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,51235200000000000,55,139,1,2,4,1,3
1195,1,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,51321600000000000,56,908,0,1,2,1,0
1196,2,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60134400000000000,59,183,1,1,3,1,3
1197,1,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,53136000000000000,55,1161,1,1,3,1,0
1198,1,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,18662400000000000,52,988,1,0,2,0,1
1199,2,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,70675200000000000,63,1072,0,1,2,1,0
1200,0,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,33868800000000000,47,174,1,2,4,1,3
1201,0,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,58752000000000000,65,758,1,1,3,1,0
1202,1,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,29376000000000000,66,195,1,1,3,1,3
1203,0,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,67996800000000000,45,31,0,1,2,1,2
1204,1,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,41126400000000000,67,1084,1,0,2,0,1
1205,1,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,56505600000000000,68,685,1,1,3,1,0
1206,1,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,32745600000000000,59,1672,1,0,2,0,1
1207,0,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,34819200000000000,34,43,1,0,2,0,2
1208,1,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,25315200000000000,67,49,1,2,4,1,3
1209,0,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,48643200000000000,59,133,1,1,3,1,3
1210,0,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,31190400000000000,67,363,1,1,3,1,0
1211,0,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,51840000000000000,69,545,1,1,3,1,0
1212,0,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,34992000000000000,52,1065,1,1,3,1,0
1213,0,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,31795200000000000,55,2047,1,0,2,0,1
1214,0,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,66182400000000000,52,296,1,2,4,1,0
1215,0,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,45446400000000000,49,140,0,2,3,1,3
1216,0,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,43804800000000000,59,530,0,1,2,1,0
1217,1,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,73440000000000000,61,152,1,2,4,1,3
1218,1,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,47001600000000000,33,1598,1,0,2,0,1
1219,0,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,59270400000000000,61,114,0,1,2,1,2
1220,2,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,72230400000000000,38,101,0,1,2,1,2
1221,0,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,38016000000000000,51,25,1,1,3,1,2
1222,2,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,58665600000000000,67,789,0,0,1,0,1
1223,0,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,42681600000000000,43,87,1,2,4,1,3
1224,1,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,38016000000000000,66,90,0,2,3,1,3
1225,1,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,50716800000000000,65,1215,1,1,3,1,0
1226,1,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,31190400000000000,69,811,0,0,1,0,1
1227,0,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,66960000000000000,38,61,1,1,3,1,2
1228,1,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,41299200000000000,49,405,1,1,3,1,0
1229,1,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,21686400000000000,69,72,1,2,4,1,3
1230,0,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,56937600000000000,53,189,0,2,3,1,3
1231,1,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,45360000000000000,38,40,1,1,3,1,2
1232,0,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,8208000000000000,46,63,0,1,2,1,3
1233,0,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,54000000000000000,41,52,1,1,3,1,2
1234,1,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,26265600000000000,48,39,1,1,3,1,2
1235,0,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,16761600000000000,53,805,1,1,3,1,0
1236,1,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,20131200000000000,68,130,1,1,3,1,3
1237,0,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,52272000000000000,52,1631,1,0,2,0,1
1238,0,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,52531200000000000,35,34,1,1,3,1,2
1239,0,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,32140800000000000,72,152,0,2,3,1,3
1240,2,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,27820800000000000,40,21,0,1,2,1,2
1241,1,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,54950400000000000,57,71,1,3,5,1,3
1242,0,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,16934400000000000,62,899,0,1,2,1,0
1243,1,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,19872000000000000,77,711,1,0,2,0,1
1244,1,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,83980800000000000,46,351,1,1,3,1,2
1245,0,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,17452800000000000,53,8,0,0,1,0,2
1246,2,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,86313600000000000,32,119,0,1,2,1,2
1247,0,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,50198400000000000,56,21,1,2,4,1,3
1248,1,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,22204800000000000,51,10,1,1,3,1,2
1249,0,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,16934400000000000,49,973,1,1,3,1,0
1250,1,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,40262400000000000,59,1536,1,0,2,0,1
1251,0,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,43891200000000000,72,992,1,2,4,1,0
1252,1,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,56332800000000000,57,1529,1,1,3,1,0
1253,0,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,31276800000000000,52,860,1,1,3,1,0
1254,0,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,35769600000000000,61,928,0,1,2,1,0
1255,1,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,74217600000000000,54,418,1,2,4,1,0
1256,2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,86659200000000000,69,587,1,1,3,1,0
